station_id,lng,lat,district
C1796,121.3226,31.7635,崇明区
C1797,121.7611,31.3494,崇明区
C1798,121.4476,31.6578,崇明区
C1799,121.6171,31.4274,崇明区
C1800,121.7741,31.3194,崇明区
C1801,121.4466,31.2188,徐汇区
C1804,121.2106,31.0955,松江区
C1805,121.4286,31.1758,徐汇区
C1806,121.4186,31.2548,普陀区
C1807,121.4156,30.8108,金山区
C1808,121.4956,31.1948,浦东新区
C1809,121.6571,30.8684,奉贤区
C1810,121.2966,31.4505,嘉定区
C1811,121.4496,31.2128,徐汇区
C1813,121.4676,31.2408,黄浦区
C1814,121.4786,31.2068,黄浦区
C1815,121.4216,31.2198,长宁区
C1816,121.4026,31.2398,普陀区
C1817,121.5231,31.2264,浦东新区
C1818,121.4206,31.1998,徐汇区
C1819,121.4056,31.2148,长宁区
C1820,121.3736,31.1838,闵行区
C1821,121.3866,31.1738,闵行区
C1822,121.7031,30.9284,奉贤区
C1823,121.4836,31.2238,黄浦区
C1824,121.4336,31.2158,长宁区
C1825,121.4226,31.2518,普陀区
C1826,121.3726,31.2208,长宁区
C1827,121.3786,31.2128,长宁区
C1828,121.4806,31.3028,虹口区
C1829,121.5371,31.0394,闵行区
C1830,121.4156,31.2848,宝山区
C1831,121.4426,31.2338,静安区
C1832,121.5481,31.1824,浦东新区
C1833,121.4006,31.1738,徐汇区
C1834,121.5181,31.2284,浦东新区
C1835,121.5056,31.2288,浦东新区
C1836,121.4846,31.1838,浦东新区
C1837,121.4256,31.1728,徐汇区
C1838,121.5076,31.0108,闵行区
C1839,121.6231,31.1784,浦东新区
C1840,121.4206,31.4228,宝山区
C1841,121.3156,31.2145,闵行区
C1842,121.4106,31.1718,徐汇区
C1843,121.4796,31.1978,黄浦区
C1844,121.2996,31.3055,嘉定区
C1845,121.5116,31.2778,杨浦区
C1846,121.2906,31.0945,松江区
C1847,121.2316,31.0295,松江区
C1848,121.3796,31.2548,普陀区
C1849,121.2136,31.0335,松江区
C1850,121.2256,31.0335,松江区
C1851,121.6691,30.9214,奉贤区
C1852,121.3596,30.9168,奉贤区
C1853,121.3416,31.2425,长宁区
C1854,121.5651,30.8804,奉贤区
C1855,121.1546,31.1075,青浦区
C1856,121.3806,31.2918,普陀区
C1857,121.3636,31.2678,普陀区
C1858,121.0606,31.0085,青浦区
C1859,121.5056,31.3408,杨浦区
C1860,121.6611,31.2034,浦东新区
C1861,121.6891,31.2864,浦东新区
C1862,121.6971,31.2764,浦东新区
C1863,121.5141,31.3544,浦东新区
C1864,121.6121,31.3324,浦东新区
C1865,121.7191,31.2634,浦东新区
C1866,121.4636,31.1458,浦东新区
C1867,121.7291,31.1994,浦东新区
C1868,121.7391,31.2314,浦东新区
C1869,121.6721,31.1754,浦东新区
C1870,121.6521,31.2784,浦东新区
C1871,121.5871,31.2524,浦东新区
C1872,121.5076,31.1408,浦东新区
C1873,121.4256,31.1638,徐汇区
C1874,121.3756,31.0688,闵行区
C1875,121.1596,31.1285,青浦区
C1876,121.2996,31.0005,松江区
C1877,121.2526,31.4545,嘉定区
C1878,121.5116,31.0388,闵行区
C1879,121.2886,31.3365,嘉定区
C1880,121.4356,30.9948,奉贤区
C1882,121.8911,30.8624,浦东新区
C1883,121.6341,30.9024,奉贤区
C1884,121.5611,30.9124,奉贤区
C1885,121.3676,31.0798,闵行区
C1886,121.2186,30.9085,金山区
C1887,121.0276,30.8625,金山区
C1888,121.2766,30.8035,金山区
C1889,121.1866,30.8995,金山区
C1890,121.3006,30.9725,松江区
C1891,121.0916,30.9685,青浦区
C1892,121.2016,31.0325,松江区
C1893,121.1876,31.0195,松江区
C1894,121.2096,30.9695,松江区
C1895,121.1796,30.9575,松江区
C1896,121.3406,31.8285,崇明区
C1897,121.6041,31.5314,崇明区
C1898,121.2826,31.7835,崇明区
C1899,121.6631,31.6104,崇明区
C1900,121.2506,30.9905,松江区
C1901,121.3996,31.4508,宝山区
C1902,121.3546,31.4148,宝山区
C1903,121.2196,31.1795,青浦区
C1904,121.1046,31.2285,青浦区
C1905,121.3376,31.7085,崇明区
C1906,121.0746,30.9285,松江区
C1907,121.3526,30.9885,闵行区
C1908,121.5291,30.9984,闵行区
C1909,121.2216,31.2695,嘉定区
C1910,121.2166,31.0515,松江区
C1911,121.7611,31.1484,浦东新区
C1912,121.5671,31.0654,浦东新区
C1913,121.3376,30.9515,松江区
C1914,121.4046,30.7968,金山区
C1915,121.4616,30.8498,奉贤区
C1916,121.7111,31.1574,浦东新区
C1917,121.6621,31.2384,浦东新区
C1918,121.0266,31.0365,青浦区
C1919,121.6001,31.4424,崇明区
C1920,121.2666,31.8375,崇明区
C1921,121.3136,31.6755,崇明区
C1922,121.3736,31.7068,崇明区
C1923,121.3696,31.1518,闵行区
C1924,121.6071,30.9004,奉贤区
C1925,121.8551,31.4814,崇明区
C1926,121.2016,31.3585,嘉定区
C1927,121.1776,31.3305,嘉定区
C1928,121.4156,31.1088,闵行区
C1929,121.3846,31.1168,闵行区
C1930,121.3486,31.1275,闵行区
C1931,121.3026,30.8825,金山区
C1932,121.4466,31.3158,静安区
C1933,121.4316,31.0108,闵行区
C1934,121.4136,30.9228,奉贤区
C1935,121.4826,30.8118,奉贤区
C1936,121.5221,31.0544,闵行区
C1937,121.4586,31.0428,闵行区
C1938,121.7661,31.1074,浦东新区
C1939,121.5781,31.0164,浦东新区
C1940,121.6011,31.1074,浦东新区
C1941,121.6961,31.1024,浦东新区
C1942,121.7241,31.1094,浦东新区
C1943,121.2766,30.7955,金山区
C1944,121.3406,31.4685,宝山区
C1945,121.3346,31.3465,宝山区
C1946,121.1796,31.3135,嘉定区
C1947,121.2016,31.0955,松江区
C1948,121.2606,30.7305,Unknown
C1949,121.1666,31.0005,松江区
C1950,121.2866,30.9435,松江区
C1951,121.2986,30.9865,松江区
C1952,121.1776,31.0205,松江区
C1953,121.1766,31.1235,青浦区
C1954,121.2596,31.0025,松江区
C1955,121.2686,31.0145,松江区
C1956,121.0286,31.1165,青浦区
C1957,121.7461,31.1634,浦东新区
C1958,121.7401,31.2104,浦东新区
C1959,121.5681,31.0354,浦东新区
C1960,121.4356,30.9398,奉贤区
C1961,121.2846,31.2085,闵行区
C1962,121.0156,30.8565,金山区
C1963,121.0576,30.8635,金山区
C1964,121.3186,30.7125,金山区
C1965,121.4956,30.8788,奉贤区
C1966,121.4566,30.8558,奉贤区
C1967,121.5691,30.8364,奉贤区
C1968,121.6271,30.9864,奉贤区
C1969,121.5141,30.9564,奉贤区
C1970,121.3286,30.7245,金山区
C1971,121.2286,30.7995,金山区
C1972,121.2796,30.7815,金山区
C1973,121.1086,30.8835,金山区
C1974,121.3406,30.8095,金山区
C1975,121.6851,31.3914,崇明区
C1976,121.8281,31.4684,崇明区
C1977,121.1816,31.7885,崇明区
C1978,121.2216,31.8125,崇明区
C1979,121.3066,31.7225,崇明区
C1980,121.2466,31.7705,崇明区
C1981,121.4396,31.7498,崇明区
C1982,121.5351,31.5784,崇明区
C1984,121.7981,31.5564,崇明区
C1985,121.4706,31.6128,崇明区
C1986,121.2546,31.7225,崇明区
C1987,121.8121,31.5404,崇明区
C1988,121.3996,31.8048,崇明区
C1989,121.6921,31.5114,崇明区
C1990,121.7861,31.4794,崇明区
C1991,121.3376,31.6915,崇明区
C1992,121.8301,31.5294,崇明区
C1993,121.8251,31.5884,崇明区
C1994,121.3866,31.7508,崇明区
C1995,121.5331,31.7074,崇明区
C1996,121.4206,31.7428,崇明区
C1997,121.6721,31.5564,崇明区
C1998,121.6291,31.5644,崇明区
C1999,121.6071,31.5794,崇明区
C2001,121.5791,30.8614,奉贤区
C2002,121.4066,31.2468,普陀区
C2003,121.4466,31.2278,静安区
C2004,121.4686,31.1968,黄浦区
C2005,121.4366,31.2448,普陀区
C2006,121.4116,31.2188,长宁区
C2007,121.4946,31.2418,浦东新区
C2009,121.4136,31.2558,普陀区
C2010,121.3806,31.2418,普陀区
C2011,121.3836,31.2538,普陀区
C2012,121.4536,31.2428,静安区
C2013,121.4546,31.2048,徐汇区
C2014,121.5161,31.2894,杨浦区
C2016,121.3976,31.2038,长宁区
C2017,121.4236,31.2248,长宁区
C2018,121.3976,31.2078,长宁区
C2019,121.3966,31.2068,长宁区
C2020,121.4686,31.2368,黄浦区
C2021,121.4936,31.2268,黄浦区
C2022,121.4216,30.9838,奉贤区
C2023,121.4676,31.2308,黄浦区
C2024,121.4706,31.2408,黄浦区
C2025,121.4996,31.2518,虹口区
C2026,121.4696,31.2248,黄浦区
C2027,121.4716,31.2278,黄浦区
C2028,121.4686,31.2238,黄浦区
C2029,121.4686,31.2228,黄浦区
C2030,121.4666,31.2248,黄浦区
C2031,121.5241,31.2224,浦东新区
C2032,121.4546,31.2038,徐汇区
C2035,121.4426,31.2288,静安区
C2036,121.4476,31.2368,静安区
C2037,121.4826,31.2538,虹口区
C2039,121.4306,31.1998,徐汇区
C2040,121.4236,31.1698,徐汇区
C2041,121.4376,31.1898,徐汇区
C2042,121.4356,31.1838,徐汇区
C2043,121.4346,31.1798,徐汇区
C2044,121.4426,31.1908,徐汇区
C2046,121.4816,31.2388,黄浦区
C2047,121.5126,31.2448,浦东新区
C2048,121.4846,31.2468,虹口区
C2049,121.4856,31.2468,虹口区
C2051,121.4716,31.2378,黄浦区
C2052,121.5271,31.2444,浦东新区
C2054,121.4686,31.2388,黄浦区
C2055,121.4516,31.2478,静安区
C2056,121.4536,31.2488,静安区
C2057,121.4406,31.2988,静安区
C2058,121.4476,31.2698,静安区
C2059,121.5116,31.2958,杨浦区
C2060,121.4756,31.2408,黄浦区
C2061,121.4516,31.2248,静安区
C2062,121.4496,31.2188,徐汇区
C2063,121.4636,31.2058,黄浦区
C2064,121.5056,31.2268,浦东新区
C2065,121.4296,31.1898,徐汇区
C2066,121.4246,31.2178,长宁区
C2067,121.4846,31.2638,虹口区
C2068,121.4856,31.2888,虹口区
C2069,121.4276,31.2028,徐汇区
C2070,121.3996,31.1658,徐汇区
C2071,121.4386,31.2268,静安区
C2072,121.4776,31.2128,黄浦区
C2073,121.6001,31.2184,浦东新区
C2074,121.5171,31.2294,浦东新区
C2075,121.5006,31.2178,黄浦区
C2076,121.5116,31.2318,浦东新区
C2077,121.5096,31.2308,浦东新区
C2078,121.4276,31.2198,长宁区
C2079,121.4806,31.2408,黄浦区
C2080,121.4826,31.2388,黄浦区
C2081,121.3906,31.2168,长宁区
C2083,121.4746,31.2278,黄浦区
C2084,121.4436,31.2138,徐汇区
C2086,121.4616,31.2348,静安区
C2087,121.4306,31.2208,长宁区
C2091,121.4696,31.2298,黄浦区
C2092,121.4846,31.2428,黄浦区
C2093,121.4546,31.2368,静安区
C2094,121.5821,31.3484,浦东新区
C2096,121.5801,31.3514,浦东新区
C2097,121.5911,31.3394,浦东新区
C2098,121.5036,31.2268,浦东新区
C2100,121.3956,31.2008,长宁区
C2101,121.4196,31.2188,长宁区
C2102,121.4016,31.1988,长宁区
C2104,121.4416,31.2318,静安区
C2105,121.3306,31.1735,闵行区
C2106,121.5391,31.2424,浦东新区
C2107,121.2576,31.3765,嘉定区
C2108,121.5801,31.3504,浦东新区
C2109,121.5066,31.2288,浦东新区
C2110,121.5841,31.3394,浦东新区
C2111,121.5371,31.2204,浦东新区
C2113,121.4636,31.2308,黄浦区
C2114,121.4756,31.2358,黄浦区
C2118,121.4856,31.2338,黄浦区
C2119,121.4766,31.2338,黄浦区
C2120,121.4656,31.2328,黄浦区
C2121,121.4666,31.2288,黄浦区
C2122,121.4486,31.2478,静安区
C2123,121.4816,31.2438,黄浦区
C2125,121.4246,31.2348,静安区
C2126,121.5116,31.2318,浦东新区
C2127,121.4076,31.2498,普陀区
C2128,121.5086,31.2408,浦东新区
C2129,121.5046,31.2408,浦东新区
C2130,121.4326,31.1828,徐汇区
C2131,121.5036,31.2398,浦东新区
C2132,121.4696,31.2208,黄浦区
C2133,121.5066,31.2398,浦东新区
C2134,121.5066,31.2368,浦东新区
C2135,121.4466,31.2008,徐汇区
C2136,121.4836,31.2338,黄浦区
C2140,121.4696,31.2348,黄浦区
C2142,121.5056,31.2378,浦东新区
C2144,121.4166,31.1888,徐汇区
C2145,121.3966,31.2078,长宁区
C2146,121.3996,31.2058,长宁区
C2148,121.4126,31.2218,长宁区
C2149,121.4926,31.2378,浦东新区
C2150,121.4076,31.2158,长宁区
C2153,121.4476,31.1738,徐汇区
C2154,121.4386,31.1988,徐汇区
C2156,121.4546,31.2188,黄浦区
C2157,121.4856,31.2348,黄浦区
C2158,121.5126,31.2178,浦东新区
C2159,121.4736,31.2318,黄浦区
C2160,121.4516,31.2498,静安区
C2161,121.4486,31.2248,静安区
C2162,121.4436,31.2278,静安区
C2163,121.4636,31.2308,黄浦区
C2164,121.5821,31.2534,浦东新区
C2165,121.3876,31.2028,长宁区
C2167,121.4566,31.4128,宝山区
C2168,121.5151,31.2294,浦东新区
C2169,121.5026,31.2428,浦东新区
C2170,121.4506,31.2468,静安区
C2172,121.4586,31.2468,静安区
C2173,121.4646,31.2068,黄浦区
C2174,121.4636,31.2198,黄浦区
C2175,121.5026,31.2408,浦东新区
C2176,121.4516,31.2038,徐汇区
C2177,121.5046,31.2398,浦东新区
C2178,121.4496,31.2298,静安区
C2179,121.5221,31.2224,浦东新区
C2180,121.4626,31.2138,黄浦区
C2181,121.5036,31.2378,浦东新区
C2183,121.4516,31.2258,静安区
C2184,121.5241,31.2244,浦东新区
C2185,121.5126,31.2288,浦东新区
C2186,121.5841,31.2454,浦东新区
C2187,121.3906,31.2158,长宁区
C2188,121.2206,31.0335,松江区
C2189,121.4786,31.4028,宝山区
C2190,121.4746,31.4108,宝山区
C2191,121.4836,31.2938,虹口区
C2192,121.4986,31.2798,杨浦区
C2193,121.4176,31.2448,普陀区
C2194,121.4176,31.2138,长宁区
C2195,121.4716,31.2358,黄浦区
C2196,121.4726,31.2358,黄浦区
C2197,121.4746,31.2248,黄浦区
C2198,121.4436,31.2258,静安区
C2199,121.4556,31.2288,静安区
C2200,121.1166,31.1495,青浦区
C2201,121.4606,31.2338,静安区
C2202,121.4776,31.2368,黄浦区
C2203,121.4506,31.2308,静安区
C2204,121.4996,31.2378,浦东新区
C2205,121.4136,31.2188,长宁区
C2206,121.4836,31.2458,黄浦区
C2207,121.4476,31.2298,静安区
C2208,121.3946,31.2038,长宁区
C2209,121.4786,31.2488,虹口区
C2210,121.4816,31.2308,黄浦区
C2211,121.5421,31.2484,浦东新区
C2212,121.4256,31.2208,长宁区
C2213,121.4186,31.1848,徐汇区
C2214,121.4466,31.2468,静安区
C2215,121.4576,31.2208,黄浦区
C2216,121.4546,31.2188,黄浦区
C2217,121.4636,31.2318,黄浦区
C2219,121.4736,31.2368,黄浦区
C2220,121.4776,31.2378,黄浦区
C2221,121.4666,31.2318,黄浦区
C2222,121.4516,31.2338,静安区
C2223,121.4316,31.2148,长宁区
C2226,121.4486,31.2318,静安区
C2227,121.4586,31.2318,静安区
C2228,121.4376,31.2208,静安区
C2229,121.4536,31.2178,徐汇区
C2230,121.4616,31.2068,黄浦区
C2231,121.4926,31.2398,浦东新区
C2232,121.4536,31.2208,徐汇区
C2233,121.4626,31.2328,黄浦区
C2235,121.5076,31.2248,浦东新区
C2238,121.5046,31.2368,浦东新区
C2239,121.5161,31.2294,浦东新区
C2245,121.4336,31.2198,静安区
C2248,121.4956,31.2258,黄浦区
C2249,121.5891,31.3344,浦东新区
C2250,121.4176,31.2218,长宁区
C2251,121.5171,31.2414,浦东新区
C2253,121.5371,31.2224,浦东新区
C2254,121.4246,31.2128,长宁区
C2256,121.5016,31.2418,浦东新区
C2259,121.4016,31.2088,长宁区
C2260,121.4176,31.2178,长宁区
C2263,121.4476,31.1738,徐汇区
C2265,121.5121,31.1984,浦东新区
C2266,121.5821,31.3514,浦东新区
C2267,121.5126,31.2068,浦东新区
C2268,121.3876,31.1978,长宁区
C2269,121.4076,31.2148,长宁区
C2271,121.5921,31.2494,浦东新区
C2273,121.4366,31.1798,徐汇区
C2274,121.5141,31.1694,浦东新区
C2277,121.4776,31.2588,虹口区
C2279,121.4256,31.2518,普陀区
C2283,121.4436,31.2468,普陀区
C2284,121.4816,31.3018,虹口区
C2285,121.5801,31.2524,浦东新区
C2286,121.4796,31.2448,黄浦区
C2288,121.4626,31.2298,静安区
C2289,121.4006,31.2048,长宁区
C2290,121.4746,31.2318,黄浦区
C2291,121.4526,31.2148,徐汇区
C2292,121.4266,31.1898,徐汇区
C2293,121.4846,31.2878,虹口区
C2294,121.4806,31.2518,虹口区
C2295,121.4736,31.2248,黄浦区
C2296,121.4526,31.2188,徐汇区
C2297,121.4766,31.2378,黄浦区
C2298,121.4176,31.2088,长宁区
C2299,121.4656,31.2068,黄浦区
C2300,121.5811,31.2424,浦东新区
C2301,121.4616,31.2728,静安区
C2302,121.4086,31.1798,徐汇区
C2303,121.4336,31.2198,静安区
C2304,121.4486,31.2018,徐汇区
C2305,121.4846,31.2298,黄浦区
C2306,121.4786,31.2438,黄浦区
C2307,121.4136,31.1908,徐汇区
C2308,121.4776,31.2638,虹口区
C2309,121.4466,31.2488,静安区
C2310,121.4836,31.2898,虹口区
C2311,121.4536,31.2568,静安区
C2312,121.4336,31.1858,徐汇区
C2313,121.4346,31.1908,徐汇区
C2314,121.4476,31.2178,徐汇区
C2315,121.4856,31.2558,虹口区
C2316,121.4536,31.2708,静安区
C2317,121.4496,31.2248,静安区
C2318,121.4326,31.2328,静安区
C2319,121.3926,31.2338,普陀区
C2320,121.4756,31.2378,黄浦区
C2321,121.4506,31.1878,徐汇区
C2322,121.4826,31.2358,黄浦区
C2323,121.1256,31.1535,青浦区
C2324,121.4516,31.2478,静安区
C2325,121.4596,31.2288,静安区
C2326,121.4006,31.2068,长宁区
C2327,121.4936,31.2358,浦东新区
C2328,121.4746,31.2728,虹口区
C2329,121.4016,31.2068,长宁区
C2330,121.4646,31.2668,静安区
C2331,121.4826,31.2638,虹口区
C2332,121.4766,31.2198,黄浦区
C2333,121.4316,31.2198,长宁区
C2334,121.5221,31.2264,浦东新区
C2335,121.4886,31.2728,虹口区
C2336,121.4736,31.2378,黄浦区
C2338,121.4846,31.2418,黄浦区
C2339,121.4516,31.2078,徐汇区
C2340,121.3846,31.1898,闵行区
C2341,121.4626,31.2408,黄浦区
C2342,121.4716,31.2348,黄浦区
C2343,121.4506,31.2618,静安区
C2344,121.4976,31.2408,浦东新区
C2345,121.3996,31.2378,普陀区
C2346,121.4166,31.2358,普陀区
C2347,121.4636,31.2208,黄浦区
C2348,121.7061,31.0384,浦东新区
C2349,121.5131,31.2164,浦东新区
C2351,121.4256,31.2488,普陀区
C2352,121.5221,31.2134,浦东新区
C2353,121.4446,31.1908,徐汇区
C2360,121.3976,31.2058,长宁区
C2361,121.4416,31.2188,静安区
C2362,121.5851,31.2454,浦东新区
C2363,121.4886,31.2288,黄浦区
C2364,121.4336,31.2168,长宁区
C2365,121.5921,31.2524,浦东新区
C2366,121.4776,31.2278,黄浦区
C2367,121.5086,31.3048,杨浦区
C2368,121.4386,31.2158,徐汇区
C2369,121.4466,31.2368,静安区
C2370,121.4376,31.2178,静安区
C2371,121.4406,31.1978,徐汇区
C2372,121.4666,31.2098,黄浦区
C2373,121.4826,31.2928,虹口区
C2374,121.4676,31.2418,黄浦区
C2375,121.4646,31.2478,静安区
C2376,121.4676,31.1998,黄浦区
C2377,121.4896,31.3788,宝山区
C2378,121.4646,31.2078,黄浦区
C2379,121.4236,31.1628,徐汇区
C2380,121.4776,31.2128,黄浦区
C2381,121.4716,31.2378,黄浦区
C2382,121.4326,31.2178,长宁区
C2383,121.4386,31.2098,徐汇区
C2384,121.4766,31.2478,静安区
C2385,121.4096,31.2458,普陀区
C2386,121.5251,31.2124,浦东新区
C2387,121.5241,31.2804,杨浦区
C2388,121.5076,31.3468,宝山区
C2390,121.2266,31.0075,松江区
C2391,121.2276,31.0075,松江区
C2392,121.2466,31.3745,嘉定区
C2393,121.4736,31.2768,虹口区
C2394,121.4766,31.2478,静安区
C2395,121.5221,31.2414,浦东新区
C2396,121.4956,31.3778,宝山区
C2397,121.4656,31.2288,黄浦区
C2398,121.4366,31.2468,普陀区
C2399,121.4306,31.1938,徐汇区
C2402,121.4746,31.2348,黄浦区
C2404,121.4396,31.2028,徐汇区
C2405,121.4526,31.2038,徐汇区
C2406,121.4516,31.2038,徐汇区
C2407,121.4196,31.1838,徐汇区
C2408,121.4146,31.1778,徐汇区
C2409,121.4306,31.1718,徐汇区
C2411,121.4266,31.1978,徐汇区
C2413,121.4386,31.2168,徐汇区
C2414,121.4266,31.1838,徐汇区
C2416,121.4286,31.1998,徐汇区
C2417,121.4796,31.2458,虹口区
C2419,121.5056,31.2588,虹口区
C2420,121.4856,31.2758,虹口区
C2421,121.4776,31.2638,虹口区
C2423,121.5096,31.3008,杨浦区
C2426,121.4846,31.2348,黄浦区
C2427,121.4746,31.2358,黄浦区
C2430,121.4636,31.2358,黄浦区
C2433,121.4586,31.2158,黄浦区
C2434,121.4996,31.2138,黄浦区
C2435,121.4706,31.1998,黄浦区
C2437,121.4786,31.2168,黄浦区
C2438,121.4976,31.2238,黄浦区
C2439,121.4786,31.2168,黄浦区
C2440,121.4936,31.2148,黄浦区
C2441,121.4746,31.2328,黄浦区
C2442,121.4256,31.2158,长宁区
C2443,121.3716,31.2108,长宁区
C2445,121.3996,31.2048,长宁区
C2446,121.3756,31.1958,长宁区
C2447,121.4266,31.1938,徐汇区
C2448,121.4236,31.2058,长宁区
C2449,121.4266,31.2158,长宁区
C2451,121.3916,31.2148,长宁区
C2453,121.4316,31.2178,长宁区
C2454,121.5241,31.2234,浦东新区
C2455,121.4416,31.2188,静安区
C2456,121.4366,31.2328,静安区
C2457,121.5321,31.2184,浦东新区
C2458,121.4356,31.2428,普陀区
C2459,121.4406,31.2368,静安区
C2460,121.4356,31.2308,静安区
C2461,121.4356,31.2388,静安区
C2462,121.4366,31.2478,普陀区
C2463,121.4446,31.2218,静安区
C2464,121.4576,31.2118,黄浦区
C2468,121.4206,31.2218,长宁区
C2469,121.4666,31.2208,黄浦区
C2470,121.4736,31.2278,黄浦区
C2472,121.4626,31.2218,黄浦区
C2476,121.4656,31.2118,黄浦区
C2480,121.4726,31.2478,静安区
C2481,121.4496,31.2488,静安区
C2482,121.4736,31.2518,静安区
C2486,121.4916,31.3738,宝山区
C2487,121.4916,31.3988,宝山区
C2489,121.4086,31.2388,普陀区
C2490,121.4146,31.2358,普陀区
C2491,121.4156,31.2348,普陀区
C2492,121.4256,31.2498,普陀区
C2493,121.4236,31.2488,普陀区
C2494,121.4266,31.2508,普陀区
C2495,121.4266,31.2398,普陀区
C2497,121.4356,31.2448,普陀区
C2498,121.4706,31.2468,静安区
C2499,121.5056,31.2408,浦东新区
C2500,121.5171,31.2274,浦东新区
C2501,121.5121,31.2294,浦东新区
C2502,121.5151,31.2414,浦东新区
C2503,121.3776,31.1138,闵行区
C2504,121.5126,31.2328,浦东新区
C2505,121.4566,31.2268,静安区
C2506,121.4016,31.2048,长宁区
C2507,121.5161,31.2074,浦东新区
C2508,121.5201,31.2254,浦东新区
C2509,121.4856,31.2738,虹口区
C2510,121.5881,31.3384,浦东新区
C2511,121.5086,31.2228,浦东新区
C2512,121.5106,31.2368,浦东新区
C2513,121.5451,31.2244,浦东新区
C2516,121.5431,31.2504,浦东新区
C2517,121.5311,31.2354,浦东新区
C2518,121.5151,31.2094,浦东新区
C2522,121.4916,31.2408,浦东新区
C2523,121.5086,31.2118,浦东新区
C2524,121.5116,31.2558,虹口区
C2525,121.5351,31.2444,浦东新区
C2526,121.4896,31.1728,浦东新区
C2528,121.5231,31.2244,浦东新区
C2531,121.5191,31.2594,杨浦区
C2533,121.4896,31.2968,杨浦区
C2534,121.5261,31.2614,杨浦区
C2535,121.5126,31.2948,杨浦区
C2536,121.5251,31.3134,杨浦区
C2537,121.5591,31.2074,浦东新区
C2538,121.3796,31.1028,闵行区
C2539,121.4006,31.0078,闵行区
C2540,121.2356,31.3835,嘉定区
C2543,120.9976,31.0995,青浦区
C2544,121.4536,30.9158,奉贤区
C2545,121.3896,31.6208,崇明区
C2546,121.3206,31.1325,松江区
C2547,121.3796,31.1128,闵行区
C2549,121.2106,31.0345,松江区
C2550,121.4406,31.1898,徐汇区
C2553,121.4306,31.2208,长宁区
C2555,121.4326,31.2168,长宁区
C2556,121.4216,31.2328,普陀区
C2557,121.4456,31.2488,静安区
C2558,121.4366,31.2488,普陀区
C2559,121.4986,31.2748,虹口区
C2561,121.4456,31.2798,静安区
C2562,121.8781,31.3354,崇明区
C2563,121.5221,31.2214,浦东新区
C2564,121.4196,31.1828,徐汇区
C2566,121.4576,31.2148,黄浦区
C2570,121.4896,31.2488,虹口区
C2573,121.4646,31.2708,虹口区
C2574,121.4796,31.2938,虹口区
C2575,121.4746,31.2668,虹口区
C2579,121.4756,31.2348,黄浦区
C2584,121.4266,31.2108,长宁区
C2585,121.4126,31.2208,长宁区
C2588,121.4376,31.2378,静安区
C2590,121.4636,31.1988,徐汇区
C2593,121.4676,31.2068,黄浦区
C2594,121.4746,31.2478,静安区
C2596,121.4246,31.2488,普陀区
C2597,121.5311,31.2844,杨浦区
C2598,120.9436,31.0745,青浦区
C2600,121.7381,31.0394,浦东新区
C2601,121.4256,31.1378,徐汇区
C2602,121.6561,31.2384,浦东新区
C2603,121.4226,31.2358,普陀区
C2604,121.5046,31.2538,虹口区
C2605,121.4956,31.2428,浦东新区
C2606,121.4376,31.2018,徐汇区
C2607,121.4486,31.2248,静安区
C2608,121.5076,31.2768,杨浦区
C2609,121.4276,31.1798,徐汇区
C2611,121.4726,31.2328,黄浦区
C2614,121.3866,31.1998,长宁区
C2615,121.3996,31.2088,长宁区
C2620,121.4686,30.9188,奉贤区
C2621,121.3936,31.2068,长宁区
C2623,121.4856,31.2818,虹口区
C2624,121.4776,31.2598,虹口区
C2631,121.4736,31.2278,黄浦区
C2634,121.4756,31.2348,黄浦区
C2635,121.4786,31.2378,黄浦区
C2637,121.4766,31.2378,黄浦区
C2638,121.4746,31.2368,黄浦区
C2639,121.4736,31.2368,黄浦区
C2640,121.4726,31.2378,黄浦区
C2641,121.4716,31.2398,黄浦区
C2644,121.4526,30.9058,奉贤区
C2645,121.4506,31.2268,静安区
C2646,121.4506,31.2278,静安区
C2647,121.4276,31.1828,徐汇区
C2648,121.4976,31.2238,黄浦区
C2649,121.6811,31.3814,崇明区
C2652,121.1976,31.0955,松江区
C2653,121.5056,31.2288,浦东新区
C2654,121.4776,31.4018,宝山区
C2661,121.5171,31.2384,浦东新区
C2664,121.4056,31.2048,长宁区
C2666,121.5126,31.2298,浦东新区
C2668,121.4796,31.2508,虹口区
C2669,121.2476,31.0705,松江区
C2670,121.5281,31.2264,浦东新区
C2672,121.5861,31.2474,浦东新区
C2676,121.4776,31.2148,黄浦区
C2677,121.4756,31.2328,黄浦区
C2679,121.3976,31.1738,徐汇区
C2681,121.1906,31.0945,松江区
C2683,121.4706,31.2268,黄浦区
C2686,121.4126,31.2398,普陀区
C2687,121.4796,31.2538,虹口区
C2688,121.5026,31.2398,浦东新区
C2690,121.4866,31.2868,虹口区
C2691,121.3866,31.1988,长宁区
C2692,121.4436,31.1998,徐汇区
C2693,121.4526,31.2488,静安区
C2694,121.4316,31.1968,徐汇区
C2695,121.3756,31.1938,长宁区
C2696,121.4446,31.2798,静安区
C2697,121.4366,31.3348,宝山区
C2698,121.4726,31.2308,黄浦区
C2700,121.4406,31.2108,徐汇区
C2701,121.4526,31.2068,徐汇区
C2703,121.6001,31.2794,浦东新区
C2704,121.4706,31.2228,黄浦区
C2705,121.4976,31.1568,浦东新区
C2706,121.4846,31.3918,宝山区
C2707,121.4436,31.1998,徐汇区
